udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure
5770,L52949,301,311,1348,51,87,0,1,0,0,0,0
9928,L57107,298,308,1522,36,53,0,1,0,0,0,0
1102,H30515,296,307,1607,33,38,0,1,0,0,0,0
9116,M23975,297,308,1444,48,46,0,1,0,0,0,0
3718,H33131,302,311,1443,44,51,0,1,0,0,0,0
7204,M22063,299,309,1434,48,82,0,1,0,0,0,0
9191,M24050,298,309,1439,38,34,0,1,0,0,0,0
5540,H34953,302,311,1482,39,127,0,1,0,0,0,0
8076,L55255,300,312,1366,43,117,0,1,0,0,0,0
7192,L54371,300,310,1629,34,52,0,1,0,0,0,0
9249,M24108,298,309,1488,40,176,0,1,0,0,0,0
6968,M21827,300,311,1365,51,111,0,1,0,0,0,0
468,L47647,297,308,2182,16,127,0,1,0,0,0,0
8278,H37691,298,310,1294,55,202,0,1,0,0,0,0
4765,M19624,303,312,1402,48,76,0,1,0,0,0,0
5080,M19939,304,313,1411,54,44,0,1,0,0,0,0
1203,M16062,297,308,1355,51,76,0,1,0,0,0,0
2423,L49602,298,308,1443,53,21,0,1,0,0,0,0
2121,H31534,299,308,1908,21,104,0,1,0,0,0,0
6869,L54048,301,311,1363,46,62,0,1,0,0,0,0
7963,L55142,301,312,1372,47,59,0,1,0,0,0,0
8507,L55686,298,309,1710,27,163,0,1,0,0,0,0
4731,L51910,303,311,1508,35,217,0,1,0,0,0,0
3446,M18305,301,310,1599,36,208,0,1,0,0,0,0
8751,L55930,297,308,1764,30,148,0,1,0,0,0,0
7452,L54631,300,311,1508,43,57,0,1,0,0,0,0
7357,L54536,299,310,1333,51,40,0,1,0,0,0,0
5206,L52385,303,312,1468,43,168,0,1,0,0,0,0
7617,M22476,300,311,1468,40,55,0,1,0,0,0,0
3411,L50590,301,310,1451,39,123,0,1,0,0,0,0
6966,L54145,300,311,1312,52,107,0,1,0,0,0,0
383,L47562,297,308,1335,48,131,0,1,0,0,0,0
8967,L56146,297,307,1636,30,90,0,1,0,0,0,0
8718,L55897,297,308,1474,42,64,0,1,0,0,0,0
7598,L54777,300,311,2074,18,9,0,1,0,0,0,0
5172,M20031,304,313,1329,54,75,0,1,0,0,0,0
1298,L48477,298,309,1428,42,132,0,1,0,0,0,0
8692,L55871,297,308,1555,36,0,0,1,0,0,0,0
7375,L54554,299,310,1379,50,85,0,1,0,0,0,0
3961,L51140,302,311,1390,48,40,0,1,0,0,0,0
346,L47525,297,308,1585,32,32,0,1,0,0,0,0
264,M15123,298,308,1587,32,30,0,1,0,0,0,0
7958,H37371,300,311,2140,16,43,0,1,0,0,0,0
276,L47455,298,308,1401,54,65,0,1,0,0,0,0
9679,M24538,299,310,1711,28,17,0,1,0,0,0,0
1194,L48373,297,308,1347,50,49,0,1,0,0,0,0
608,M15467,298,309,1565,33,40,0,1,0,0,0,0
8556,L55735,298,309,1596,37,87,0,1,0,0,0,0
7179,L54358,300,310,1600,31,23,0,1,0,0,0,0
1137,L48316,296,307,1557,38,135,0,1,0,0,0,0
6151,L53330,301,311,1711,29,170,0,1,0,0,0,0
878,M15737,295,306,1584,33,81,0,1,0,0,0,0
5281,L52460,303,312,1480,41,135,0,1,0,0,0,0
5034,L52213,304,313,1564,50,119,0,1,0,0,0,0
8194,L55373,299,310,1873,22,211,0,1,0,0,0,0
2776,L49955,300,309,1560,47,26,0,1,0,0,0,0
253,L47432,298,308,1620,35,5,0,1,0,0,0,0
302,L47481,297,308,1740,27,136,0,1,0,0,0,0
9836,L57015,298,309,1545,36,3,0,1,0,0,0,0
2125,L49304,299,308,1430,39,117,0,1,0,0,0,0
6044,M20903,300,310,1468,41,112,0,1,0,0,0,0
607,L47786,297,309,1461,50,38,0,1,0,0,0,0
1134,M15993,296,307,1418,47,127,0,1,0,0,0,0
3395,L50574,301,310,1405,42,83,0,1,0,0,0,0
9268,L56447,298,308,1362,57,28,0,1,0,0,0,0
9244,L56423,298,308,1454,49,166,0,1,0,0,0,0
2507,M17366,299,309,1503,34,6,0,1,0,0,0,0
3419,H32832,301,310,1555,40,139,0,1,0,0,0,0
8669,L55848,297,308,1502,45,150,0,1,0,0,0,0
6501,M21360,300,310,1416,46,201,0,1,0,0,0,0
7344,L54523,299,310,1468,48,9,0,1,0,0,0,0
463,L47642,297,308,1433,43,116,0,1,0,0,0,0
3922,L51101,302,311,1494,41,149,0,1,0,0,0,0
821,L48000,296,307,1516,37,146,0,1,0,0,0,0
6872,L54051,301,311,1349,47,71,0,1,0,0,0,0
6519,H35932,301,310,1212,67,30,0,1,0,0,0,0
4287,M19146,301,309,1434,47,189,0,1,0,0,0,0
7162,L54341,300,310,1440,42,191,0,1,0,0,0,0
8368,L55547,298,309,1390,49,21,0,1,0,0,0,0
8454,L55633,298,309,1564,37,30,0,1,0,0,0,0
6216,L53395,301,310,1521,41,99,0,1,0,0,0,0
3444,L50623,301,310,1535,39,204,0,1,0,0,0,0
9538,M24397,299,310,1457,42,104,0,1,0,0,0,0
8645,M23504,297,308,1443,38,85,0,1,0,0,0,0
2936,M17795,300,309,1680,28,189,0,1,0,0,0,0
7910,L55089,300,312,1590,38,148,0,1,0,0,0,0
5678,L52857,302,311,1281,51,61,1,0,0,0,0,0
7425,M22284,300,311,1575,29,210,0,1,0,0,0,0
6315,M21174,301,310,1793,25,142,0,1,0,0,0,0
7455,L54634,300,311,1446,47,66,0,1,0,0,0,0
9402,M24261,297,308,1720,25,174,0,1,0,0,0,0
470,M15329,297,308,1586,32,131,0,1,0,0,0,0
1919,M16778,298,307,1496,40,0,0,1,0,0,0,0
1275,H30688,298,309,1530,40,65,0,1,0,0,0,0
651,L47830,297,309,1611,33,155,0,1,0,0,0,0
6856,M21715,301,311,1654,30,28,0,1,0,0,0,0
5982,M20841,300,310,1347,46,183,0,1,0,0,0,0
4319,L51498,301,310,1541,42,52,0,1,0,0,0,0
2207,L49386,299,309,1436,52,107,0,1,0,0,0,0
6703,M21562,301,310,1664,32,58,0,1,0,0,0,0
5098,L52277,304,313,1457,49,96,0,1,0,0,0,0
150,L47329,298,308,1473,39,184,0,1,0,0,0,0
2826,L50005,300,309,1470,33,148,0,1,0,0,0,0
2469,M17328,298,308,1524,40,131,0,1,0,0,0,0
4076,L51255,302,310,1583,38,94,0,1,0,0,0,0
4429,L51608,302,310,1906,21,110,0,1,0,0,0,0
3652,L50831,302,311,1444,44,97,0,1,0,0,0,0
6908,L54087,300,311,1449,40,168,0,1,0,0,0,0
8492,L55671,298,309,1579,38,126,0,1,0,0,0,0
4523,M19382,302,310,1918,21,131,0,1,0,0,0,0
5817,L52996,301,311,1582,35,202,0,1,0,0,0,0
4560,L51739,302,310,1433,43,13,0,1,0,0,0,0
1078,L48257,296,307,1547,36,179,0,1,0,0,0,0
7298,L54477,300,310,1500,39,107,0,1,0,0,0,0
9952,L57131,298,307,1355,59,115,0,1,0,0,0,0
9169,H38582,297,308,1385,44,181,0,1,0,0,0,0
1847,H31260,297,307,1514,38,19,0,1,0,0,0,0
4133,M18992,301,310,1409,52,26,0,1,0,0,0,0
2553,H31966,299,309,1552,40,120,0,1,0,0,0,0
7361,L54540,299,310,1585,35,50,0,1,0,0,0,0
7102,L54281,300,310,1850,22,33,0,1,0,0,0,0
2960,M17819,300,309,1589,35,52,0,1,0,0,0,0
4897,M19756,303,312,1642,32,206,0,1,0,0,0,0
1481,M16340,298,309,2056,18,144,0,1,0,0,0,0
7720,H37133,300,311,1535,33,92,0,1,0,0,0,0
259,L47438,298,308,1482,37,17,0,1,0,0,0,0
6485,H35898,300,309,1913,22,157,0,1,0,0,0,0
7926,M22785,300,311,1697,28,191,0,1,0,0,0,0
9816,M24675,298,309,1576,38,167,0,1,0,0,0,0
7312,H36725,300,310,1558,36,137,0,1,0,0,0,0
1008,M15867,296,307,1633,31,0,0,1,0,0,0,0
6138,M20997,300,310,1988,19,136,0,1,0,0,0,0
8111,H37524,300,311,2141,18,204,0,1,0,0,0,0
5209,L52388,303,312,1664,29,178,0,1,0,0,0,0
4310,M19169,301,309,1501,39,27,0,1,0,0,0,0
3418,L50597,301,310,1621,33,137,0,1,0,0,0,0
2639,L49818,299,309,1739,27,128,0,1,0,0,0,0
3956,L51135,302,311,1448,49,28,0,1,0,0,0,0
1483,M16342,298,309,1448,52,150,0,1,0,0,0,0
609,L47788,298,309,1403,47,43,0,1,0,0,0,0
684,L47863,297,309,1874,24,28,0,1,0,0,0,0
4811,M19670,303,312,1499,39,197,0,1,0,0,0,0
3757,L50936,302,311,1546,33,156,0,1,0,0,0,0
2948,L50127,300,309,1592,29,17,0,1,0,0,0,0
1085,M15944,297,307,1498,47,199,0,1,0,0,0,0
8789,L55968,297,308,1369,53,43,0,1,0,0,0,0
7025,L54204,300,310,2127,18,53,0,1,0,0,0,0
9474,L56653,298,309,1446,40,160,0,1,0,0,0,0
5716,H35129,302,311,1597,35,160,0,1,0,0,0,0
3869,M18728,302,311,1759,29,5,0,1,0,0,0,0
152,M15011,298,308,1463,37,188,0,1,0,0,0,0
8122,L55301,300,311,1827,27,22,0,1,0,0,0,0
3693,L50872,302,311,1758,24,200,0,1,0,0,0,0
3313,L50492,301,310,1639,28,94,0,1,0,0,0,0
3867,L51046,302,311,1311,53,0,0,1,0,0,0,0
4839,H34252,303,311,1649,29,49,0,1,0,0,0,0
7767,L54946,300,311,1318,52,13,0,1,0,0,0,0
2014,L49193,298,308,1485,42,38,0,1,0,0,0,0
5859,L53038,301,311,1348,44,78,0,1,0,0,0,0
7686,L54865,300,311,1397,43,227,0,1,0,0,0,0
389,L47568,297,308,1455,48,145,0,1,0,0,0,0
8116,L55295,300,311,1367,57,10,0,1,0,0,0,0
5704,H35117,302,311,1456,45,130,0,1,0,0,0,0
9508,L56687,299,310,1505,38,30,0,1,0,0,0,0
3602,L50781,301,310,1377,43,183,0,1,0,0,0,0
1105,L48284,296,307,1389,42,48,0,1,0,0,0,0
3033,M17892,300,309,1447,42,12,0,1,0,0,0,0
213,H29626,298,308,1344,52,130,0,1,0,0,0,0
134,M14993,298,308,1430,49,135,0,1,0,0,0,0
6207,M21066,300,310,1669,28,79,0,1,0,0,0,0
2317,L49496,299,308,1542,39,179,0,1,0,0,0,0
9878,L57057,298,309,1374,58,123,0,1,0,0,0,0
7847,M22706,300,311,1608,35,212,0,1,0,0,0,0
3328,M18187,301,310,2432,14,126,0,1,0,0,0,0
1449,M16308,299,310,1657,31,70,0,1,0,0,0,0
6802,L53981,301,310,1334,48,106,0,1,0,0,0,0
8147,L55326,299,310,1533,31,91,0,1,0,0,0,0
1259,L48438,297,308,1427,50,17,0,1,0,0,0,0
6414,L53593,300,310,1614,33,191,0,1,0,0,0,0
2220,M17079,299,309,1435,48,143,0,1,0,0,0,0
6533,H35946,301,310,1352,52,69,0,1,0,0,0,0
1094,M15953,296,307,1443,39,13,0,1,0,0,0,0
6234,L53413,301,310,1467,37,153,0,1,0,0,0,0
9939,L57118,298,308,1528,33,82,0,1,0,0,0,0
8371,L55550,298,309,1634,33,27,0,1,0,0,0,0
2719,L49898,299,309,1357,47,106,0,1,0,0,0,0
7726,L54905,300,311,1744,26,111,0,1,0,0,0,0
6353,L53532,300,309,1496,38,27,0,1,0,0,0,0
4306,L51485,301,310,1687,26,16,0,1,0,0,0,0
5302,L52481,303,313,1309,55,193,0,1,0,0,0,0
7768,H37181,300,311,1319,54,15,0,1,0,0,0,0
9874,L57053,298,309,1616,36,110,0,1,0,0,0,0
4890,L52069,303,312,1632,36,186,0,1,0,0,0,0
3592,M18451,301,310,1458,41,153,0,1,0,0,0,0
3226,L50405,300,309,1474,40,87,0,1,0,0,0,0
1003,L48182,296,307,1646,35,192,0,1,0,0,0,0
4629,M19488,303,311,1597,36,191,0,1,0,0,0,0
9130,L56309,297,308,1664,30,81,0,1,0,0,0,0
6241,M21100,301,310,1394,42,168,0,1,0,0,0,0
4669,H34082,303,311,1692,27,55,0,1,0,0,0,0
679,M15538,297,309,1295,61,12,0,1,0,0,0,0
1804,L48983,298,307,1388,40,109,0,1,0,0,0,0
7442,M22301,299,311,1337,54,32,0,1,0,0,0,0
5477,M20336,302,312,1445,42,181,0,1,0,0,0,0
4549,L51728,302,310,1511,37,197,0,1,0,0,0,0
6174,L53353,300,310,1633,27,0,0,1,0,0,0,0
7176,L54355,300,310,1569,43,17,0,1,0,0,0,0
3704,M18563,302,311,1418,49,17,0,1,0,0,0,0
8098,L55277,300,311,1452,41,172,0,1,0,0,0,0
8172,H37585,300,311,1641,34,155,0,1,0,0,0,0
9493,L56672,299,309,1586,36,215,0,1,0,0,0,0
6032,L53211,300,310,1455,40,82,0,1,0,0,0,0
7964,L55143,301,312,1510,39,61,0,1,0,0,0,0
7978,L55157,301,312,1378,59,95,0,1,0,0,0,0
6073,M20932,300,310,1695,30,188,0,1,0,0,0,0
1252,M16111,297,308,1359,48,220,0,1,0,0,0,0
1644,L48823,298,307,1453,37,119,0,1,0,0,0,0
56,L47235,298,309,1512,40,156,0,1,0,0,0,0
644,M15503,297,309,1495,36,132,0,1,0,0,0,0
9703,L56882,298,310,1633,31,76,0,1,0,0,0,0
3865,M18724,302,311,1629,31,225,0,0,0,0,0,0
9326,M24185,298,309,1510,40,177,0,1,0,0,0,0
753,L47932,296,308,1422,48,215,0,1,0,0,0,0
440,M15299,297,308,1535,34,51,0,1,0,0,0,0
6100,H35513,300,310,1609,28,39,0,1,0,0,0,0
9439,M24298,298,308,1315,56,59,0,1,0,0,0,0
5939,L53118,300,310,1702,33,71,0,1,0,0,0,0
558,M15417,297,309,1433,48,139,0,1,0,0,0,0
1986,L49165,298,307,1537,40,169,0,1,0,0,0,0
5889,M20748,301,311,1507,38,149,0,1,0,0,0,0
6098,H35511,300,310,1477,38,31,0,1,0,0,0,0
7093,L54272,300,310,1493,35,10,0,1,0,0,0,0
5226,M20085,304,313,1437,53,7,0,1,0,0,0,0
3161,M18020,300,309,1367,51,143,0,1,0,0,0,0
8694,M23553,297,308,1584,40,4,0,1,0,0,0,0
7418,M22277,300,311,1495,41,193,0,1,0,0,0,0
1747,L48926,298,308,1526,41,162,0,1,0,0,0,0
3342,H32755,301,310,1329,52,160,0,1,0,0,0,0
2851,L50030,300,309,1671,35,209,0,1,0,0,0,0
4258,M19117,302,311,1589,39,122,0,1,0,0,0,0
3656,L50835,302,311,1686,30,106,0,1,0,0,0,0
9735,H39148,298,310,1458,44,156,0,1,0,0,0,0
2160,M17019,299,309,1602,31,210,0,1,0,0,0,0
330,H29743,297,308,1720,29,210,0,1,0,0,0,0
673,M15532,297,308,1433,43,206,0,1,0,0,0,0
9699,L56878,298,309,1663,28,67,0,1,0,0,0,0
6889,M21748,300,311,1434,45,118,0,1,0,0,0,0
5505,L52684,302,312,1458,51,42,0,1,0,0,0,0
4057,L51236,301,310,1597,36,50,0,1,0,0,0,0
9855,H39268,298,309,1362,45,56,0,1,0,0,0,0
8376,M23235,298,309,1384,48,39,0,1,0,0,0,0
244,L47423,298,308,1442,44,204,0,1,0,0,0,0
3413,L50592,301,310,1313,55,127,0,1,0,0,0,0
8953,M23812,297,308,1478,42,56,0,1,0,0,0,0
9989,L57168,298,308,1771,24,213,0,1,0,0,0,0
2945,L50124,300,309,1505,34,7,0,1,0,0,0,0
5179,H34592,304,313,1517,43,96,0,1,0,0,0,0
1632,L48811,298,308,1433,39,87,0,1,0,0,0,0
9097,L56276,297,308,1712,30,204,0,1,0,0,0,0
926,H30339,295,306,1623,30,210,0,1,0,0,0,0
5495,L52674,302,312,1368,49,10,0,1,0,0,0,0
918,L48097,295,305,1475,51,187,0,1,0,0,0,0
5451,H34864,303,312,1435,41,115,0,1,0,0,0,0
2295,L49474,299,308,1627,32,124,0,1,0,0,0,0
1187,L48366,297,308,1417,47,31,0,1,0,0,0,0
9769,L56948,298,309,1611,35,23,0,1,0,0,0,0
6842,M21701,301,311,1591,35,208,0,1,0,0,0,0
1601,M16460,297,307,1543,43,8,0,1,0,0,0,0
3651,L50830,302,311,1446,39,95,0,1,0,0,0,0
4598,M19457,303,311,1490,43,108,0,1,0,0,0,0
475,L47654,297,309,1478,49,150,0,1,0,0,0,0
2750,M17609,299,309,1685,28,179,0,1,0,0,0,0
9631,L56810,299,310,1583,35,142,0,1,0,0,0,0
7173,M22032,300,310,1402,46,10,0,1,0,0,0,0
2212,M17071,299,309,1245,64,120,0,1,0,0,0,0
7851,M22710,300,311,1447,36,0,0,1,0,0,0,0
5240,L52419,303,313,1753,29,42,0,1,0,0,0,0
959,L48138,295,306,1399,47,84,0,1,0,0,0,0
7108,H36521,300,310,1512,41,49,0,1,0,0,0,0
991,L48170,296,307,1414,48,162,0,1,0,0,0,0
3797,M18656,302,310,1504,37,42,0,1,0,0,0,0
8780,M23639,297,308,1349,51,21,0,1,0,0,0,0
8990,L56169,297,307,1469,48,144,0,1,0,0,0,0
2720,L49899,299,309,1690,29,108,0,1,0,0,0,0
1463,L48642,298,310,1706,27,103,0,1,0,0,0,0
7208,M22067,299,309,1540,34,91,0,1,0,0,0,0
6635,L53814,301,310,1396,44,117,0,1,0,0,0,0
1049,L48228,296,307,1607,33,104,0,1,0,0,0,0
8327,H37740,298,309,1523,34,119,0,1,0,0,0,0
6407,L53586,300,309,1526,45,175,0,1,0,0,0,0
2522,L49701,298,308,1584,34,42,0,1,0,0,0,0
9773,L56952,298,309,1561,34,35,0,1,0,0,0,0
3470,M18329,301,310,1429,47,53,0,1,0,0,0,0
3589,M18448,301,310,1505,44,146,0,1,0,0,0,0
9113,M23972,297,308,1482,38,39,0,1,0,0,0,0
5075,L52254,304,313,1666,34,33,0,1,0,0,0,0
8189,M23048,299,310,1530,38,198,0,1,0,0,0,0
8991,L56170,297,307,1493,38,146,0,1,0,0,0,0
2820,L49999,300,309,1356,51,133,0,1,0,0,0,0
7394,M22253,299,310,1594,35,134,0,1,0,0,0,0
1566,L48745,298,308,1459,42,146,0,1,0,0,0,0
5979,L53158,300,310,1448,46,173,0,1,0,0,0,0
6023,L53202,300,310,1521,39,61,0,1,0,0,0,0
3795,M18654,302,310,1356,48,36,1,0,0,0,0,0
6784,L53963,301,310,1450,46,59,0,1,0,0,0,0
948,L48127,295,306,1428,44,51,0,1,0,0,0,0
9648,L56827,299,310,1458,47,183,0,1,0,0,0,0
7370,M22229,299,310,1646,29,73,0,1,0,0,0,0
8930,M23789,297,308,1620,35,215,0,1,0,0,0,0
7476,H36889,300,311,1339,53,123,0,1,0,0,0,0
2929,M17788,300,309,1258,54,168,0,1,0,0,0,0
2420,M17279,298,308,1328,49,11,0,1,0,0,0,0
8187,L55366,299,311,1827,25,194,0,1,0,0,0,0
7711,M22570,300,311,1390,51,68,0,1,0,0,0,0
9824,M24683,298,309,1488,43,189,0,1,0,0,0,0
4389,L51568,302,309,1701,27,4,0,1,0,0,0,0
3059,L50238,300,309,1709,32,79,0,1,0,0,0,0
8039,L55218,300,311,1486,47,19,0,1,0,0,0,0
9597,L56776,298,310,1466,43,50,0,1,0,0,0,0
1440,M16299,298,309,1534,37,47,0,1,0,0,0,0
7642,M22501,300,311,1352,57,116,0,1,0,0,0,0
7972,L55151,301,312,1405,46,79,0,1,0,0,0,0
2343,M17202,299,308,1674,28,14,0,1,0,0,0,0
8945,L56124,297,308,1471,38,37,0,1,0,0,0,0
2580,L49759,299,309,1795,24,187,0,1,0,0,0,0
8513,H37926,298,309,1546,36,177,0,1,0,0,0,0
8874,H38287,298,309,1557,36,65,0,1,0,0,0,0
5999,M20858,300,310,1613,36,231,0,0,0,0,0,0
9208,L56387,297,308,1386,48,75,0,1,0,0,0,0
4,L47183,298,308,1433,39,7,0,1,0,0,0,0
5023,L52202,304,313,1404,47,90,0,1,0,0,0,0
4460,L51639,302,310,1743,26,191,0,1,0,0,0,0
898,L48077,295,306,1612,31,131,0,1,0,0,0,0
7400,L54579,299,310,1642,35,149,0,1,0,0,0,0
1930,M16789,298,307,1483,50,26,0,1,0,0,0,0
7568,M22427,300,311,2370,14,144,0,1,0,0,0,0
8145,M23004,299,311,1506,42,85,0,1,0,0,0,0
1424,L48603,298,309,1539,33,2,0,1,0,0,0,0
4826,L52005,303,311,1692,30,18,0,1,0,0,0,0
5245,L52424,303,313,1593,31,52,0,1,0,0,0,0
8313,M23172,298,310,1529,38,77,0,1,0,0,0,0
5693,M20552,302,311,1313,55,102,0,1,0,0,0,0
4382,L51561,301,309,1446,43,225,0,1,0,0,0,0
5760,L52939,301,311,1551,35,61,0,1,0,0,0,0
2051,M16910,299,309,1675,29,132,0,1,0,0,0,0
116,L47295,298,308,1431,45,97,0,1,0,0,0,0
9090,L56269,297,307,1989,20,186,0,1,0,0,0,0
5439,L52618,302,312,1683,32,85,0,1,0,0,0,0
7770,L54949,300,311,1552,38,23,0,1,0,0,0,0
9520,L56699,299,310,1531,36,57,0,1,0,0,0,0
1542,L48721,298,309,2304,15,89,0,1,0,0,0,0
7134,M21993,300,309,1552,41,116,0,1,0,0,0,0
4892,M19751,303,312,1756,26,190,0,1,0,0,0,0
6222,M21081,301,310,1359,50,118,0,1,0,0,0,0
2717,L49896,299,309,1498,44,101,0,1,0,0,0,0
8714,L55893,297,308,1917,24,54,0,1,0,0,0,0
2008,L49187,298,308,1562,34,25,0,1,0,0,0,0
6778,L53957,301,310,1951,21,44,0,1,0,0,0,0
6637,M21496,301,310,1774,25,121,0,1,0,0,0,0
9265,M24124,298,309,1526,36,20,0,1,0,0,0,0
524,L47703,297,309,1401,45,49,0,1,0,0,0,0
3546,L50725,301,310,1576,38,38,0,1,0,0,0,0
8564,L55743,298,308,1500,36,104,0,1,0,0,0,0
8594,M23453,297,308,1601,34,181,0,1,0,0,0,0
8217,L55396,299,310,1370,61,42,0,1,0,0,0,0
7252,M22111,300,310,1448,40,209,0,1,0,0,0,0
1384,M16243,298,310,1331,49,121,0,1,0,0,0,0
3939,L51118,302,311,1603,32,194,0,1,0,0,0,0
3938,L51117,302,311,1802,26,192,0,1,0,0,0,0
9047,L56226,297,308,1664,28,67,0,1,0,0,0,0
9346,L56525,298,308,1442,47,18,0,1,0,0,0,0
1430,M16289,298,310,1456,43,15,0,1,0,0,0,0
196,L47375,298,308,1453,42,89,0,1,0,0,0,0
1200,M16059,296,307,1979,20,68,0,1,0,0,0,0
1279,L48458,298,309,1398,52,79,0,1,0,0,0,0
2888,M17747,300,309,1691,27,67,0,1,0,0,0,0
9714,L56893,299,310,1496,45,104,0,1,0,0,0,0
4840,H34253,303,311,1402,50,54,0,1,0,0,0,0
5282,M20141,303,313,1469,39,137,0,1,0,0,0,0
9329,H38742,298,309,2051,19,184,0,1,0,0,0,0
1508,M16367,298,308,1376,55,214,0,0,1,0,0,0
5826,L53005,301,311,1413,42,221,0,1,0,0,0,0
1575,L48754,298,308,1478,50,166,0,1,0,0,0,0
8468,L55647,298,309,1704,28,64,0,1,0,0,0,0
3764,L50943,302,311,1428,47,174,0,1,0,0,0,0
6664,L53843,301,310,1504,47,193,0,1,0,0,0,0
4117,M18976,302,310,1381,58,201,0,0,1,0,0,0
9314,L56493,298,309,1418,45,148,0,1,0,0,0,0
8606,L55785,297,308,1633,33,213,0,1,0,0,0,0
1797,H31210,298,307,1542,37,84,0,1,0,0,0,0
5993,L53172,300,310,1288,47,216,1,0,0,0,0,0
571,L47750,297,309,1498,41,176,0,1,0,0,0,0
1771,H31184,298,307,1605,31,18,0,1,0,0,0,0
6601,M21460,301,310,1424,47,26,0,1,0,0,0,0
5634,L52813,302,312,1447,47,166,0,1,0,0,0,0
7311,L54490,300,310,1606,33,135,0,1,0,0,0,0
5773,L52952,301,311,1706,29,93,0,1,0,0,0,0
973,L48152,295,306,1644,35,115,0,1,0,0,0,0
9594,L56773,299,310,1352,52,41,0,1,0,0,0,0
4573,M19432,302,311,1556,36,44,0,1,0,0,0,0
7345,L54524,299,310,1384,49,11,0,1,0,0,0,0
7687,M22546,300,311,1504,36,229,0,0,0,0,0,0
8431,L55610,298,310,1304,57,183,0,1,0,0,0,0
2166,L49345,299,309,1476,47,223,0,1,0,0,0,0
8744,H38157,297,308,1323,51,130,0,1,0,0,0,0
4021,L51200,302,311,1351,49,196,1,0,0,0,0,0
5197,H34610,303,313,1517,36,142,0,1,0,0,0,0
2171,M17030,299,309,1500,43,10,0,1,0,0,0,0
1454,L48633,299,310,1450,40,85,0,1,0,0,0,0
5946,M20805,300,310,1415,44,87,0,1,0,0,0,0
6728,L53907,301,310,1785,25,120,0,1,0,0,0,0
9235,L56414,298,309,1904,20,140,0,1,0,0,0,0
5434,L52613,302,312,1550,45,72,0,1,0,0,0,0
6931,M21790,300,311,1836,21,12,0,1,0,0,0,0
9676,M24535,299,310,1298,57,10,0,1,0,0,0,0
1177,M16036,297,308,1429,42,6,0,1,0,0,0,0
7301,L54480,300,310,1431,42,113,0,1,0,0,0,0
8852,M23711,297,308,1573,35,9,0,1,0,0,0,0
4414,M19273,302,310,1398,47,70,0,1,0,0,0,0
5622,M20481,302,312,1292,54,136,0,1,0,0,0,0
2215,H31628,299,309,1355,44,127,0,1,0,0,0,0
8824,M23683,297,308,1447,57,134,0,1,0,0,0,0
4349,L51528,301,309,1507,44,131,0,1,0,0,0,0
3263,L50442,301,310,1558,36,184,0,1,0,0,0,0
542,L47721,297,309,1296,52,96,0,1,0,0,0,0
5445,L52624,303,312,2024,19,102,0,1,0,0,0,0
5807,L52986,301,310,1440,45,177,0,1,0,0,0,0
8988,L56167,297,307,1580,35,140,0,1,0,0,0,0
941,L48120,295,306,1443,48,33,0,1,0,0,0,0
1648,L48827,297,307,1761,28,128,0,1,0,0,0,0
2489,L49668,298,308,1356,50,185,0,1,0,0,0,0
4653,L51832,303,311,1452,52,11,0,1,0,0,0,0
8345,L55524,298,309,1609,40,169,0,1,0,0,0,0
3350,L50529,301,310,1673,27,181,0,1,0,0,0,0
7058,L54237,300,310,1666,36,144,0,1,0,0,0,0
2081,L49260,299,309,2280,15,207,0,0,0,0,0,0
1009,L48188,296,307,1441,41,3,0,1,0,0,0,0
7477,L54656,300,311,1492,41,128,0,1,0,0,0,0
8756,M23615,297,308,1582,31,161,0,1,0,0,0,0
2521,L49700,298,308,1535,41,40,0,1,0,0,0,0
7412,L54591,300,311,1425,47,179,0,1,0,0,0,0
4031,L51210,302,310,2143,17,227,0,0,0,0,0,0
9777,M24636,298,309,1397,54,47,0,1,0,0,0,0
4239,M19098,302,311,1521,34,72,0,1,0,0,0,0
5096,M19955,304,313,1428,39,88,0,1,0,0,0,0
9102,H38515,297,308,1653,31,9,0,1,0,0,0,0
2210,L49389,299,309,1386,49,116,0,1,0,0,0,0
8003,M22862,300,312,1851,23,156,0,1,0,0,0,0
6297,L53476,301,310,1429,39,98,0,1,0,0,0,0
4974,L52153,303,312,1461,38,188,0,1,0,0,0,0
5875,M20734,301,311,1660,33,115,0,1,0,0,0,0
5042,L52221,304,313,1314,47,144,0,1,0,0,0,0
6639,L53818,301,310,1453,44,129,0,1,0,0,0,0
8365,L55544,298,309,1396,49,13,0,1,0,0,0,0
1634,L48813,297,307,1476,45,91,0,1,0,0,0,0
2198,L49377,299,309,1412,49,85,0,1,0,0,0,0
2908,M17767,300,309,1581,35,117,0,1,0,0,0,0
8495,L55674,298,309,1542,36,134,0,1,0,0,0,0
7236,L54415,299,310,1361,53,167,0,1,0,0,0,0
928,H30341,295,306,1396,52,0,0,1,0,0,0,0
1019,L48198,296,307,1291,58,29,0,1,0,0,0,0
6527,L53706,301,310,1515,38,51,0,1,0,0,0,0
7320,L54499,299,310,1654,32,159,0,1,0,0,0,0
4929,L52108,303,312,1584,35,74,0,1,0,0,0,0
98,M14957,298,308,1750,29,50,0,1,0,0,0,0
